date,sku,qty_sold
2025-07-08,SKU001,5
2025-07-09,SKU001,6
2025-07-10,SKU001,9
2025-07-11,SKU001,8
2025-07-12,SKU001,6
2025-07-13,SKU001,5
2025-07-14,SKU001,6
2025-07-15,SKU001,10
2025-07-16,SKU001,7
2025-07-17,SKU001,6
2025-07-18,SKU001,7
2025-07-19,SKU001,8
2025-07-20,SKU001,7
2025-07-21,SKU001,9
2025-07-22,SKU001,9
2025-07-23,SKU001,6
2025-07-24,SKU001,7
2025-07-25,SKU001,8
2025-07-26,SKU001,10
2025-07-27,SKU001,5
2025-07-28,SKU001,9
2025-07-29,SKU001,8
2025-07-30,SKU001,12
2025-07-31,SKU001,7
2025-08-01,SKU001,8
2025-08-02,SKU001,9
2025-08-03,SKU001,4
2025-08-04,SKU001,8
2025-08-05,SKU001,7
2025-08-06,SKU001,8
2025-08-07,SKU001,9
2025-08-08,SKU001,9
2025-08-09,SKU001,8
2025-08-10,SKU001,4
2025-08-11,SKU001,8
2025-08-12,SKU001,8
2025-08-13,SKU001,5
2025-08-14,SKU001,8
2025-08-15,SKU001,5
2025-08-16,SKU001,7
2025-08-17,SKU001,5
2025-08-18,SKU001,7
2025-08-19,SKU001,7
2025-08-20,SKU001,9
2025-08-21,SKU001,7
2025-08-22,SKU001,6
2025-08-23,SKU001,6
2025-08-24,SKU001,5
2025-08-25,SKU001,8
2025-08-26,SKU001,8
2025-08-27,SKU001,10
2025-08-28,SKU001,9
2025-08-29,SKU001,9
2025-08-30,SKU001,11
2025-08-31,SKU001,7
2025-09-01,SKU001,7
2025-09-02,SKU001,6
2025-09-03,SKU001,10
2025-09-04,SKU001,6
2025-09-05,SKU001,7
2025-09-06,SKU001,9
2025-09-07,SKU001,5
2025-09-08,SKU001,8
2025-09-09,SKU001,7
2025-09-10,SKU001,7
2025-09-11,SKU001,7
2025-09-12,SKU001,7
2025-09-13,SKU001,7
2025-09-14,SKU001,4
2025-09-15,SKU001,6
2025-09-16,SKU001,8
2025-09-17,SKU001,9
2025-09-18,SKU001,8
2025-09-19,SKU001,8
2025-09-20,SKU001,6
2025-09-21,SKU001,4
2025-09-22,SKU001,7
2025-09-23,SKU001,8
2025-09-24,SKU001,6
2025-09-25,SKU001,7
2025-09-26,SKU001,9
2025-09-27,SKU001,7
2025-09-28,SKU001,4
2025-09-29,SKU001,8
2025-09-30,SKU001,9
2025-10-01,SKU001,6
2025-10-02,SKU001,8
2025-10-03,SKU001,7
2025-10-04,SKU001,8
2025-10-05,SKU001,5
2025-10-06,SKU001,10
2025-10-07,SKU001,8
2025-10-08,SKU001,7
2025-10-09,SKU001,7
2025-10-10,SKU001,7
2025-10-11,SKU001,6
2025-10-12,SKU001,6
2025-10-13,SKU001,7
2025-10-14,SKU001,9
2025-10-15,SKU001,10
2025-10-16,SKU001,8
2025-10-17,SKU001,6
2025-10-18,SKU001,9
2025-10-19,SKU001,4
2025-10-20,SKU001,8
2025-10-21,SKU001,9
2025-10-22,SKU001,8
2025-10-23,SKU001,10
2025-10-24,SKU001,9
2025-10-25,SKU001,7
2025-10-26,SKU001,5
2025-10-27,SKU001,7
2025-10-28,SKU001,8
2025-10-29,SKU001,7
2025-10-30,SKU001,6
2025-10-31,SKU001,7
2025-11-01,SKU001,6
2025-11-02,SKU001,7
2025-11-03,SKU001,8
2025-11-04,SKU001,9
2025-11-05,SKU001,6
2025-11-06,SKU001,5
2025-11-07,SKU001,6
2025-11-08,SKU001,7
2025-11-09,SKU001,5
2025-11-10,SKU001,10
2025-11-11,SKU001,6
2025-11-12,SKU001,9
2025-11-13,SKU001,6
2025-11-14,SKU001,5
2025-11-15,SKU001,7
2025-11-16,SKU001,5
2025-11-17,SKU001,8
2025-11-18,SKU001,6
2025-11-19,SKU001,9
2025-11-20,SKU001,10
2025-11-21,SKU001,6
2025-11-22,SKU001,6
2025-11-23,SKU001,5
2025-11-24,SKU001,7
2025-11-25,SKU001,8
2025-11-26,SKU001,8
2025-11-27,SKU001,9
2025-11-28,SKU001,8
2025-11-29,SKU001,11
2025-11-30,SKU001,5
2025-12-01,SKU001,8
2025-12-02,SKU001,7
2025-12-03,SKU001,8
2025-12-04,SKU001,5
2025-12-05,SKU001,10
2025-12-06,SKU001,6
2025-12-07,SKU001,6
2025-12-08,SKU001,8
2025-12-09,SKU001,6
2025-12-10,SKU001,5
2025-12-11,SKU001,6
2025-12-12,SKU001,8
2025-12-13,SKU001,6
2025-12-14,SKU001,5
2025-12-15,SKU001,8
2025-12-16,SKU001,7
2025-12-17,SKU001,5
2025-12-18,SKU001,6
2025-12-19,SKU001,6
2025-12-20,SKU001,9
2025-12-21,SKU001,4
2025-12-22,SKU001,6
2025-12-23,SKU001,6
2025-12-24,SKU001,9
2025-12-25,SKU001,8
2025-12-26,SKU001,9
2025-12-27,SKU001,6
2025-12-28,SKU001,4
2025-12-29,SKU001,8
2025-12-30,SKU001,7
2025-12-31,SKU001,8
2025-01-01,SKU002,3
2025-01-02,SKU002,6
2025-01-03,SKU002,5
2025-01-04,SKU002,6
2025-01-05,SKU002,4
2025-01-06,SKU002,4
2025-01-07,SKU002,5
2025-01-08,SKU002,4
2025-01-09,SKU002,4
2025-01-10,SKU002,4
2025-01-11,SKU002,5
2025-01-12,SKU002,3
2025-01-13,SKU002,5
2025-01-14,SKU002,6
2025-01-15,SKU002,5
2025-01-16,SKU002,5
2025-01-17,SKU002,3
2025-01-18,SKU002,4
2025-01-19,SKU002,3
2025-01-20,SKU002,6
2025-01-21,SKU002,5
2025-01-22,SKU002,3
2025-01-23,SKU002,5
2025-01-24,SKU002,6
2025-01-25,SKU002,5
2025-01-26,SKU002,4
2025-01-27,SKU002,4
2025-01-28,SKU002,5
2025-01-29,SKU002,5
2025-01-30,SKU002,5
2025-01-31,SKU002,8
2025-02-01,SKU002,4
2025-02-02,SKU002,4
2025-02-03,SKU002,6
2025-02-04,SKU002,5
2025-02-05,SKU002,4
2025-02-06,SKU002,4
2025-02-07,SKU002,3
2025-02-08,SKU002,4
2025-02-09,SKU002,3
2025-02-10,SKU002,5
2025-02-11,SKU002,5
2025-02-12,SKU002,4
2025-02-13,SKU002,5
2025-02-14,SKU002,3
2025-02-15,SKU002,3
2025-02-16,SKU002,3
2025-02-17,SKU002,3
2025-02-18,SKU002,5
2025-02-19,SKU002,6
2025-02-20,SKU002,6
2025-02-21,SKU002,3
2025-02-22,SKU002,6
2025-02-23,SKU002,3
2025-02-24,SKU002,3
2025-02-25,SKU002,5
2025-02-26,SKU002,6
2025-02-27,SKU002,6
2025-02-28,SKU002,5
2025-03-01,SKU002,3
2025-03-02,SKU002,3
2025-03-03,SKU002,4
2025-03-04,SKU002,4
2025-03-05,SKU002,6
2025-03-06,SKU002,5
2025-03-07,SKU002,3
2025-03-08,SKU002,5
2025-03-09,SKU002,4
2025-03-10,SKU002,5
2025-03-11,SKU002,4
2025-03-12,SKU002,3
2025-03-13,SKU002,4
2025-03-14,SKU002,4
2025-03-15,SKU002,6
2025-03-16,SKU002,2
2025-03-17,SKU002,6
2025-03-18,SKU002,5
2025-03-19,SKU002,4
2025-03-20,SKU002,6
2025-03-21,SKU002,4
2025-03-22,SKU002,5
2025-03-23,SKU002,3
2025-03-24,SKU002,5
2025-03-25,SKU002,5
2025-03-26,SKU002,5
2025-03-27,SKU002,4
2025-03-28,SKU002,4
2025-03-29,SKU002,6
2025-03-30,SKU002,4
2025-03-31,SKU002,4
2025-04-01,SKU002,3
2025-04-02,SKU002,5
2025-04-03,SKU002,6
2025-04-04,SKU002,4
2025-04-05,SKU002,6
2025-04-06,SKU002,3
2025-04-07,SKU002,3
2025-04-08,SKU002,5
2025-04-09,SKU002,6
2025-04-10,SKU002,5
2025-04-11,SKU002,5
2025-04-12,SKU002,6
2025-04-13,SKU002,3
2025-04-14,SKU002,5
2025-04-15,SKU002,4
2025-04-16,SKU002,5
2025-04-17,SKU002,4
2025-04-18,SKU002,6
2025-04-19,SKU002,6
2025-04-20,SKU002,4
2025-04-21,SKU002,4
2025-04-22,SKU002,4
2025-04-23,SKU002,6
2025-04-24,SKU002,4
2025-04-25,SKU002,4
2025-04-26,SKU002,5
2025-04-27,SKU002,4
2025-04-28,SKU002,5
2025-04-29,SKU002,7
2025-04-30,SKU002,7
2025-05-01,SKU002,5
2025-05-02,SKU002,4
2025-05-03,SKU002,6
2025-05-04,SKU002,2
2025-05-05,SKU002,6
2025-05-06,SKU002,4
2025-05-07,SKU002,3
2025-05-08,SKU002,6
2025-05-09,SKU002,3
2025-05-10,SKU002,6
2025-05-11,SKU002,2
2025-05-12,SKU002,4
2025-05-13,SKU002,6
2025-05-14,SKU002,6
2025-05-15,SKU002,3
2025-05-16,SKU002,6
2025-05-17,SKU002,4
2025-05-18,SKU002,3
2025-05-19,SKU002,4
2025-05-20,SKU002,3
2025-05-21,SKU002,4
2025-05-22,SKU002,5
2025-05-23,SKU002,5
2025-05-24,SKU002,6
2025-05-25,SKU002,3
2025-05-26,SKU002,6
2025-05-27,SKU002,5
2025-05-28,SKU002,5
2025-05-29,SKU002,6
2025-05-30,SKU002,5
2025-05-31,SKU002,6
2025-06-01,SKU002,3
2025-06-02,SKU002,4
2025-06-03,SKU002,3
2025-06-04,SKU002,6
2025-06-05,SKU002,5
2025-06-06,SKU002,5
2025-06-07,SKU002,3
2025-06-08,SKU002,2
2025-06-09,SKU002,4
2025-06-10,SKU002,3
2025-06-11,SKU002,4
2025-06-12,SKU002,3
2025-06-13,SKU002,4
2025-06-14,SKU002,4
2025-06-15,SKU002,3
2025-06-16,SKU002,4
2025-06-17,SKU002,5
2025-06-18,SKU002,4
2025-06-19,SKU002,4
2025-06-20,SKU002,5
2025-06-21,SKU002,4
2025-06-22,SKU002,3
2025-06-23,SKU002,5
2025-06-24,SKU002,5
2025-06-25,SKU002,4
2025-06-26,SKU002,5
2025-06-27,SKU002,5
2025-06-28,SKU002,6
2025-06-29,SKU002,5
2025-06-30,SKU002,6
2025-07-01,SKU002,4
2025-07-02,SKU002,5
2025-07-03,SKU002,3
2025-07-04,SKU002,6
2025-07-05,SKU002,6
2025-07-06,SKU002,3
2025-07-07,SKU002,6
2025-07-08,SKU002,5
2025-07-09,SKU002,5
2025-07-10,SKU002,4
2025-07-11,SKU002,6
2025-07-12,SKU002,6
2025-07-13,SKU002,2
2025-07-14,SKU002,4
2025-07-15,SKU002,4
2025-07-16,SKU002,4
2025-07-17,SKU002,5
2025-07-18,SKU002,3
2025-07-19,SKU002,6
2025-07-20,SKU002,3
2025-07-21,SKU002,3
2025-07-22,SKU002,6
2025-07-23,SKU002,5
2025-07-24,SKU002,6
2025-07-25,SKU002,6
2025-07-26,SKU002,5
2025-07-27,SKU002,4
2025-07-28,SKU002,6
2025-07-29,SKU002,7
2025-07-30,SKU002,5
2025-07-31,SKU002,7
2025-08-01,SKU002,4
2025-08-02,SKU002,4
2025-08-03,SKU002,3
2025-08-04,SKU002,5
2025-08-05,SKU002,5
2025-08-06,SKU002,5
2025-08-07,SKU002,4
2025-08-08,SKU002,3
2025-08-09,SKU002,5
2025-08-10,SKU002,2
2025-08-11,SKU002,6
2025-08-12,SKU002,3
2025-08-13,SKU002,4
2025-08-14,SKU002,4
2025-08-15,SKU002,6
2025-08-16,SKU002,4
2025-08-17,SKU002,3
2025-08-18,SKU002,4
2025-08-19,SKU002,6
2025-08-20,SKU002,6
2025-08-21,SKU002,4
2025-08-22,SKU002,5
2025-08-23,SKU002,4
2025-08-24,SKU002,2
2025-08-25,SKU002,6
2025-08-26,SKU002,6
2025-08-27,SKU002,6
2025-08-28,SKU002,4
2025-08-29,SKU002,7
2025-08-30,SKU002,7
2025-08-31,SKU002,4
2025-09-01,SKU002,3
2025-09-02,SKU002,5
2025-09-03,SKU002,4
2025-09-04,SKU002,5
2025-09-05,SKU002,5
2025-09-06,SKU002,4
2025-09-07,SKU002,4
2025-09-08,SKU002,5
2025-09-09,SKU002,3
2025-09-10,SKU002,4
2025-09-11,SKU002,4
2025-09-12,SKU002,3
2025-09-13,SKU002,4
2025-09-14,SKU002,4
2025-09-15,SKU002,4
2025-09-16,SKU002,4
2025-09-17,SKU002,5
2025-09-18,SKU002,4
2025-09-19,SKU002,5
2025-09-20,SKU002,5
2025-09-21,SKU002,3
2025-09-22,SKU002,6
2025-09-23,SKU002,4
2025-09-24,SKU002,5
2025-09-25,SKU002,5
2025-09-26,SKU002,5
2025-09-27,SKU002,5
2025-09-28,SKU002,4
2025-09-29,SKU002,6
2025-09-30,SKU002,4
2025-10-01,SKU002,3
2025-10-02,SKU002,3
2025-10-03,SKU002,6
2025-10-04,SKU002,3
2025-10-05,SKU002,3
2025-10-06,SKU002,5
2025-10-07,SKU002,4
2025-10-08,SKU002,4
2025-10-09,SKU002,6
2025-10-10,SKU002,5
2025-10-11,SKU002,5
2025-10-12,SKU002,3
2025-10-13,SKU002,5
2025-10-14,SKU002,6
2025-10-15,SKU002,5
2025-10-16,SKU002,6
2025-10-17,SKU002,5
2025-10-18,SKU002,6
2025-10-19,SKU002,3
2025-10-20,SKU002,5
2025-10-21,SKU002,4
2025-10-22,SKU002,4
2025-10-23,SKU002,4
2025-10-24,SKU002,4
2025-10-25,SKU002,6
2025-10-26,SKU002,3
2025-10-27,SKU002,6
2025-10-28,SKU002,5
2025-10-29,SKU002,4
2025-10-30,SKU002,5
2025-10-31,SKU002,7
2025-11-01,SKU002,6
2025-11-02,SKU002,4
2025-11-03,SKU002,3
2025-11-04,SKU002,4
2025-11-05,SKU002,5
2025-11-06,SKU002,6
2025-11-07,SKU002,3
2025-11-08,SKU002,4
2025-11-09,SKU002,4
2025-11-10,SKU002,6
2025-11-11,SKU002,4
2025-11-12,SKU002,6
2025-11-13,SKU002,5
2025-11-14,SKU002,5
2025-11-15,SKU002,6
2025-11-16,SKU002,3
2025-11-17,SKU002,5
2025-11-18,SKU002,6
2025-11-19,SKU002,5
2025-11-20,SKU002,4
2025-11-21,SKU002,6
2025-11-22,SKU002,6
2025-11-23,SKU002,3
2025-11-24,SKU002,6
2025-11-25,SKU002,3
2025-11-26,SKU002,6
2025-11-27,SKU002,4
2025-11-28,SKU002,5
2025-11-29,SKU002,7
2025-11-30,SKU002,4
2025-12-01,SKU002,3
2025-12-02,SKU002,4
2025-12-03,SKU002,3
2025-12-04,SKU002,4
2025-12-05,SKU002,3
2025-12-06,SKU002,3
2025-12-07,SKU002,3
2025-12-08,SKU002,4
2025-12-09,SKU002,5
2025-12-10,SKU002,4
2025-12-11,SKU002,4
2025-12-12,SKU002,5
2025-12-13,SKU002,5
2025-12-14,SKU002,4
2025-12-15,SKU002,5
2025-12-16,SKU002,4
2025-12-17,SKU002,5
2025-12-18,SKU002,3
2025-12-19,SKU002,6
2025-12-20,SKU002,6
2025-12-21,SKU002,3
2025-12-22,SKU002,3
2025-12-23,SKU002,5
2025-12-24,SKU002,4
2025-12-25,SKU002,6
2025-12-26,SKU002,4
2025-12-27,SKU002,4
2025-12-28,SKU002,2
2025-12-29,SKU002,6
2025-12-30,SKU002,6
2025-12-31,SKU002,6
2025-01-01,SKU003,7
2025-01-02,SKU003,6
2025-01-03,SKU003,7
2025-01-04,SKU003,6
2025-01-05,SKU003,5
2025-01-06,SKU003,5
2025-01-07,SKU003,7
2025-01-08,SKU003,8
2025-01-09,SKU003,7
2025-01-10,SKU003,8
2025-01-11,SKU003,6
2025-01-12,SKU003,6
2025-01-13,SKU003,6
2025-01-14,SKU003,8
2025-01-15,SKU003,6
2025-01-16,SKU003,8
2025-01-17,SKU003,6
2025-01-18,SKU003,6
2025-01-19,SKU003,4
2025-01-20,SKU003,8
2025-01-21,SKU003,7
2025-01-22,SKU003,6
2025-01-23,SKU003,5
2025-01-24,SKU003,5
2025-01-25,SKU003,6
2025-01-26,SKU003,5
2025-01-27,SKU003,6
2025-01-28,SKU003,5
2025-01-29,SKU003,6
2025-01-30,SKU003,10
2025-01-31,SKU003,8
2025-02-01,SKU003,7
2025-02-02,SKU003,4
2025-02-03,SKU003,8
2025-02-04,SKU003,8
2025-02-05,SKU003,6
2025-02-06,SKU003,8
2025-02-07,SKU003,5
2025-02-08,SKU003,6
2025-02-09,SKU003,4
2025-02-10,SKU003,5
2025-02-11,SKU003,7
2025-02-12,SKU003,5
2025-02-13,SKU003,6
2025-02-14,SKU003,8
2025-02-15,SKU003,6
2025-02-16,SKU003,5
2025-02-17,SKU003,5
2025-02-18,SKU003,6
2025-02-19,SKU003,5
2025-02-20,SKU003,6
2025-02-21,SKU003,7
2025-02-22,SKU003,8
2025-02-23,SKU003,5
2025-02-24,SKU003,7
2025-02-25,SKU003,7
2025-02-26,SKU003,9
2025-02-27,SKU003,9
2025-02-28,SKU003,9
2025-03-01,SKU003,5
2025-03-02,SKU003,4
2025-03-03,SKU003,8
2025-03-04,SKU003,8
2025-03-05,SKU003,6
2025-03-06,SKU003,5
2025-03-07,SKU003,5
2025-03-08,SKU003,7
2025-03-09,SKU003,3
2025-03-10,SKU003,8
2025-03-11,SKU003,9
2025-03-12,SKU003,5
2025-03-13,SKU003,7
2025-03-14,SKU003,6
2025-03-15,SKU003,6
2025-03-16,SKU003,3
2025-03-17,SKU003,6
2025-03-18,SKU003,6
2025-03-19,SKU003,8
2025-03-20,SKU003,7
2025-03-21,SKU003,8
2025-03-22,SKU003,5
2025-03-23,SKU003,5
2025-03-24,SKU003,5
2025-03-25,SKU003,5
2025-03-26,SKU003,6
2025-03-27,SKU003,6
2025-03-28,SKU003,7
2025-03-29,SKU003,8
2025-03-30,SKU003,4
2025-03-31,SKU003,8
2025-04-01,SKU003,6
2025-04-02,SKU003,5
2025-04-03,SKU003,7
2025-04-04,SKU003,7
2025-04-05,SKU003,7
2025-04-06,SKU003,4
2025-04-07,SKU003,5
2025-04-08,SKU003,9
2025-04-09,SKU003,5
2025-04-10,SKU003,5
2025-04-11,SKU003,8
2025-04-12,SKU003,8
2025-04-13,SKU003,5
2025-04-14,SKU003,6
2025-04-15,SKU003,5
2025-04-16,SKU003,7
2025-04-17,SKU003,6
2025-04-18,SKU003,5
2025-04-19,SKU003,7
2025-04-20,SKU003,4
2025-04-21,SKU003,7
2025-04-22,SKU003,7
2025-04-23,SKU003,6
2025-04-24,SKU003,6
2025-04-25,SKU003,8
2025-04-26,SKU003,6
2025-04-27,SKU003,4
2025-04-28,SKU003,6
2025-04-29,SKU003,7
2025-04-30,SKU003,8
2025-05-01,SKU003,6
2025-05-02,SKU003,7
2025-05-03,SKU003,6
2025-05-04,SKU003,4
2025-05-05,SKU003,9
2025-05-06,SKU003,5
2025-05-07,SKU003,8
2025-05-08,SKU003,6
2025-05-09,SKU003,7
2025-05-10,SKU003,6
2025-05-11,SKU003,4
2025-05-12,SKU003,5
2025-05-13,SKU003,6
2025-05-14,SKU003,6
2025-05-15,SKU003,5
2025-05-16,SKU003,8
2025-05-17,SKU003,8
2025-05-18,SKU003,4
2025-05-19,SKU003,8
2025-05-20,SKU003,5
2025-05-21,SKU003,7
2025-05-22,SKU003,7
2025-05-23,SKU003,5
2025-05-24,SKU003,8
2025-05-25,SKU003,4
2025-05-26,SKU003,8
2025-05-27,SKU003,7
2025-05-28,SKU003,5
2025-05-29,SKU003,6
2025-05-30,SKU003,7
2025-05-31,SKU003,6
2025-06-01,SKU003,3
2025-06-02,SKU003,8
2025-06-03,SKU003,5
2025-06-04,SKU003,8
2025-06-05,SKU003,7
2025-06-06,SKU003,6
2025-06-07,SKU003,7
2025-06-08,SKU003,5
2025-06-09,SKU003,7
2025-06-10,SKU003,8
2025-06-11,SKU003,7
2025-06-12,SKU003,9
2025-06-13,SKU003,6
2025-06-14,SKU003,9
2025-06-15,SKU003,4
2025-06-16,SKU003,6
2025-06-17,SKU003,6
2025-06-18,SKU003,7
2025-06-19,SKU003,8
2025-06-20,SKU003,7
2025-06-21,SKU003,6
2025-06-22,SKU003,3
2025-06-23,SKU003,6
2025-06-24,SKU003,5
2025-06-25,SKU003,6
2025-06-26,SKU003,6
2025-06-27,SKU003,7
2025-06-28,SKU003,10
2025-06-29,SKU003,4
2025-06-30,SKU003,8
2025-07-01,SKU003,6
2025-07-02,SKU003,7
2025-07-03,SKU003,8
2025-07-04,SKU003,8
2025-07-05,SKU003,5
2025-07-06,SKU003,6
2025-07-07,SKU003,7
2025-07-08,SKU003,5
2025-07-09,SKU003,7
2025-07-10,SKU003,7
2025-07-11,SKU003,8
2025-07-12,SKU003,6
2025-07-13,SKU003,5
2025-07-14,SKU003,8
2025-07-15,SKU003,9
2025-07-16,SKU003,5
2025-07-17,SKU003,7
2025-07-18,SKU003,5
2025-07-19,SKU003,7
2025-07-20,SKU003,6
2025-07-21,SKU003,7
2025-07-22,SKU003,7
2025-07-23,SKU003,6
2025-07-24,SKU003,8
2025-07-25,SKU003,6
2025-07-26,SKU003,8
2025-07-27,SKU003,5
2025-07-28,SKU003,5
2025-07-29,SKU003,9
2025-07-30,SKU003,7
2025-07-31,SKU003,7
2025-08-01,SKU003,7
2025-08-02,SKU003,6
2025-08-03,SKU003,4
2025-08-04,SKU003,8
2025-08-05,SKU003,9
2025-08-06,SKU003,7
2025-08-07,SKU003,5
2025-08-08,SKU003,5
2025-08-09,SKU003,7
2025-08-10,SKU003,6
2025-08-11,SKU003,6
2025-08-12,SKU003,7
2025-08-13,SKU003,7
2025-08-14,SKU003,5
2025-08-15,SKU003,7
2025-08-16,SKU003,5
2025-08-17,SKU003,5
2025-08-18,SKU003,7
2025-08-19,SKU003,6
2025-08-20,SKU003,5
2025-08-21,SKU003,7
2025-08-22,SKU003,8
2025-08-23,SKU003,9
2025-08-24,SKU003,6
2025-08-25,SKU003,5
2025-08-26,SKU003,7
2025-08-27,SKU003,7
2025-08-28,SKU003,5
2025-08-29,SKU003,7
2025-08-30,SKU003,10
2025-08-31,SKU003,5
2025-09-01,SKU003,8
2025-09-02,SKU003,5
2025-09-03,SKU003,9
2025-09-04,SKU003,5
2025-09-05,SKU003,6
2025-09-06,SKU003,8
2025-09-07,SKU003,4
2025-09-08,SKU003,7
2025-09-09,SKU003,8
2025-09-10,SKU003,7
2025-09-11,SKU003,7
2025-09-12,SKU003,8
2025-09-13,SKU003,7
2025-09-14,SKU003,5
2025-09-15,SKU003,5
2025-09-16,SKU003,5
2025-09-17,SKU003,7
2025-09-18,SKU003,7
2025-09-19,SKU003,8
2025-09-20,SKU003,7
2025-09-21,SKU003,3
2025-09-22,SKU003,6
2025-09-23,SKU003,7
2025-09-24,SKU003,9
2025-09-25,SKU003,7
